"station","hour","output","input","net","lon","lat","type","loctype","address","north","south","east","west","postal_code","country","administrative_area_level_2","administrative_area_level_1","locality","street","streetNo","point_of_interest","query"
"3000 Connecticut Ave NW / National Zoo","11",1,0,-1,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"3000 Connecticut Ave NW / National Zoo","19",2,1,-1,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"3000 Connecticut Ave NW / National Zoo","16",1,0,0,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"3000 Connecticut Ave NW / National Zoo","12",0,1,1,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"3000 Connecticut Ave NW / National Zoo","23",1,0,0,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"3000 Connecticut Ave NW / National Zoo","22",1,0,0,-77.0512442,38.9311336,"zoo","approximate","friends of the national zoo, 3001 connecticut avenue northwest, washington, dc 20008, usa",38.9324825802915,38.9297846197085,-77.0498952197085,-77.0525931802915,"20008","united states",,"district of columbia","washington","connecticut avenue northwest",3001,"friends of the national zoo","3000+Connecticut+Ave+NW+/+National+Zoo,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","20",2,1,-1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","02",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","15",3,0,-3,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","22",1,0,-1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","12",0,1,1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","21",1,0,-1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","13",1,2,1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","23",0,4,4,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","00",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","17",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","14",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","09",2,0,-2,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","11",1,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","19",1,3,2,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","04",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","16",0,1,1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","07",0,2,2,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","10",4,1,-3,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","03",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","18",2,2,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","08",5,3,-2,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","01",0,1,1,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","05",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"34th St & Wisconsin Ave NW","06",0,1,0,-77.067795,38.915761,"intersection","approximate","wisconsin avenue northwest & 34th street northwest, washington, dc 20007, usa",38.9171099802915,38.9144120197085,-77.0664460197085,-77.0691439802915,"20007","united states",,"district of columbia","washington","wisconsin avenue northwest",,,"34th+St+and+Wisconsin+Ave+NW,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","02",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","13",0,1,1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","14",0,1,1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","11",3,2,-1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","12",2,3,1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","06",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","04",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","05",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","22",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","17",3,5,2,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","16",7,1,-6,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","23",3,1,-2,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","19",5,0,-5,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","01",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","15",2,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","20",2,0,-2,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","07",0,2,2,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","03",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","10",1,3,2,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","21",1,0,-1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","08",0,8,8,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","18",7,3,-4,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","00",0,2,0,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"37th & O St NW / Georgetown University","09",0,1,1,-77.0723572,38.9089524,"university","approximate","georgetown college deans office, georgetown university, 108 white-gravenor 37th street northwest, washington, dc 20007, usa",38.9103013802915,38.9076034197085,-77.0710082197085,-77.0737061802915,"20007","united states",,"district of columbia","washington","white-gravenor 37th street northwest",108,"georgetown college deans office","37th+and+O+St+NW+/+Georgetown+University,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","04",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","07",2,2,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","08",4,3,-1,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","06",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","01",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","00",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","23",2,0,-2,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","21",3,2,-1,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","22",4,1,-3,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","16",2,4,2,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","11",1,2,1,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","02",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","10",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","18",4,3,-1,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","15",0,2,2,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","20",5,5,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","17",8,4,-4,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","09",3,3,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","13",1,0,-1,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","12",2,2,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
"3rd & D St SE","19",1,1,0,-77.0024166,38.8274422,"route","geometric_center","3rd street southeast, washington, dc 20032, usa",38.8309685,38.823866,-77.0004334197085,-77.0031313802915,"20032","united states",,"district of columbia","washington","3rd street southeast",,,"3rd+and+D+St+SE,+Washington,+District+of+Columbia,+USA."
