"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Subscription.Type","newDate","count","monthYear"
"0h 18m 8s","10/18/2012 12:45","10/18/2012 13:03","1st & N St  SE","Columbus Circle / Union Station","W00733","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 5s","10/18/2012 12:45","10/18/2012 12:52","California St & Florida Ave NW","20th & L St NW","W00425","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 25m 52s","10/18/2012 12:45","10/18/2012 13:11","20th & Crystal Dr","L'Enfant Plaza / 7th & C St SW","W00526","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 18m 51s","10/18/2012 12:45","10/18/2012 13:04","1st & N St  SE","Columbus Circle / Union Station","W01111","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 19s","10/18/2012 12:45","10/18/2012 12:54","15th & P St NW","19th & L St NW","W20048","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 38s","10/18/2012 12:45","10/18/2012 12:56","Metro Center / 12th & G St NW","Massachusetts Ave & Dupont Circle NW","W20120","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 23m 34s","10/18/2012 12:45","10/18/2012 13:09","14th & D St NW / Ronald Reagan Building","14th & D St NW / Ronald Reagan Building","W01238","Casual",2012-10-18 12:00:00,1,"2012-10"
"1h 23m 21s","10/18/2012 12:45","10/18/2012 14:09","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00173","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 35s","10/18/2012 12:44","10/18/2012 12:52","Commerce St & Fayette St","Prince St & Union St","W00215","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 12m 3s","10/18/2012 12:45","10/18/2012 13:57","Maryland & Independence Ave SW","Maryland & Independence Ave SW","W20965","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 31s","10/18/2012 12:44","10/18/2012 12:52","8th & H St NW","USDA / 12th & Independence Ave SW","W20977","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 35s","10/18/2012 12:44","10/18/2012 12:47","17th & Rhode Island Ave NW","17th & K St NW / Farragut Square","W01154","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 0s","10/18/2012 12:44","10/18/2012 12:52","5th St & K St NW","McPherson Square - 14th & H St NW","W00552","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 38s","10/18/2012 12:44","10/18/2012 12:48","S Glebe & Potomac Ave","23rd & Crystal Dr","W01364","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 1s","10/18/2012 12:44","10/18/2012 12:46","3rd & D St SE","3rd & G St SE","W01428","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 53s","10/18/2012 12:44","10/18/2012 12:48","L'Enfant Plaza / 7th & C St SW","USDA / 12th & Independence Ave SW","W01041","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 25s","10/18/2012 12:44","10/18/2012 12:53","Thomas Circle","21st St & Pennsylvania Ave NW","W00748","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 51s","10/18/2012 12:44","10/18/2012 12:51","New Hampshire Ave & T St NW [formerly 16th & U St NW]","10th & U St NW","W01283","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 51m 26s","10/18/2012 12:44","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W20146","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 33s","10/18/2012 12:43","10/18/2012 12:49","New York Ave & 15th St NW","21st & I St NW","W01300","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 53s","10/18/2012 12:43","10/18/2012 12:48","5th St & K St NW","4th & D St NW / Judiciary Square","W01219","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 43m 22s","10/18/2012 12:43","10/18/2012 13:27","1st & M St NE","1st & M St NE","W00705","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 27m 3s","10/18/2012 12:45","10/18/2012 13:12","USDA / 12th & Independence Ave SW","USDA / 12th & Independence Ave SW","W00851","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 18m 7s","10/18/2012 12:43","10/18/2012 13:01","California St & Florida Ave NW","19th & K St NW","W00945","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 31s","10/18/2012 12:43","10/18/2012 12:50","14th & V St NW","Massachusetts Ave & Dupont Circle NW","W00855","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 55s","10/18/2012 12:42","10/18/2012 12:49","20th & O St NW / Dupont South","M St & Pennsylvania Ave NW","W20931","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 30s","10/18/2012 12:42","10/18/2012 12:52","US Dept of State / Virginia Ave & 21st St NW","17th & K St NW / Farragut Square","W00964","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 14s","10/18/2012 12:42","10/18/2012 12:53","16th & Harvard St NW","22nd & I St NW / Foggy Bottom","W20904","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 26m 51s","10/18/2012 12:43","10/18/2012 13:10","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Jefferson Dr & 14th St SW","W00927","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 49s","10/18/2012 12:42","10/18/2012 12:54","US Dept of State / Virginia Ave & 21st St NW","Massachusetts Ave & Dupont Circle NW","W01234","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 52m 16s","10/18/2012 12:42","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00446","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 28m 52s","10/18/2012 12:42","10/18/2012 13:11","M St & Pennsylvania Ave NW","Maryland & Independence Ave SW","W00980","Casual",2012-10-18 12:00:00,1,"2012-10"
"1h 52m 58s","10/18/2012 12:42","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00332","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 22s","10/18/2012 12:42","10/18/2012 12:50","New Hampshire Ave & T St NW [formerly 16th & U St NW]","19th & L St NW","W00531","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 20m 43s","10/18/2012 12:42","10/18/2012 13:03","24th & N St NW","25th St & Pennsylvania Ave NW","W00683","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 30s","10/18/2012 12:42","10/18/2012 12:50","12th & L St NW","7th & R St NW / Shaw Library","W01401","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 46s","10/18/2012 12:41","10/18/2012 12:46","North Capitol St & F St NW","8th & H St NW","W01497","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 51s","10/18/2012 12:41","10/18/2012 12:53","US Dept of State / Virginia Ave & 21st St NW","17th & Corcoran St NW","W00889","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 55s","10/18/2012 12:41","10/18/2012 12:45","22nd & I St NW / Foggy Bottom","20th & E St NW","W00831","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 20s","10/18/2012 12:41","10/18/2012 12:47","Massachusetts Ave & Dupont Circle NW","19th & L St NW","W01290","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 17m 11s","10/18/2012 12:40","10/18/2012 12:58","22nd & I St NW / Foggy Bottom","1st & Rhode Island Ave NW","W00761","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 45s","10/18/2012 12:41","10/18/2012 12:49","20th & O St NW / Dupont South","19th St & Pennsylvania Ave NW","W01413","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 40s","10/18/2012 12:40","10/18/2012 12:57","Maryland & Independence Ave SW","17th & Rhode Island Ave NW","W00449","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 32m 59s","10/18/2012 12:41","10/18/2012 13:14","New York Ave & 15th St NW","3rd & D St SE","W00098","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 45s","10/18/2012 12:40","10/18/2012 12:44","18th St & Pennsylvania Ave NW","20th & E St NW","W00974","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 26s","10/18/2012 12:40","10/18/2012 12:49","Thomas Circle","7th & T St NW","W00746","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 33m 11s","10/18/2012 12:41","10/18/2012 13:14","New York Ave & 15th St NW","3rd & D St SE","W00651","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 27m 10s","10/18/2012 12:40","10/18/2012 13:07","Lincoln Memorial","Jefferson Memorial","W20067","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 42s","10/18/2012 12:39","10/18/2012 12:43","20th & E St NW","22nd & I St NW / Foggy Bottom","W01330","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 47s","10/18/2012 12:39","10/18/2012 12:42","Prince St & Union St","Market Square / King St & Royal St","W00801","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 32s","10/18/2012 12:39","10/18/2012 12:51","Thomas Circle","4th & D St NW / Judiciary Square","W01107","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 0m 20s","10/18/2012 12:39","10/18/2012 12:40","Thomas Circle","Thomas Circle","W00504","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 27m 48s","10/18/2012 12:40","10/18/2012 13:07","Lincoln Memorial","Jefferson Memorial","W01459","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 23m 6s","10/18/2012 12:40","10/18/2012 13:03","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Smithsonian / Jefferson Dr & 12th St SW","W01353","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 7s","10/18/2012 12:39","10/18/2012 12:44","19th & K St NW","Massachusetts Ave & Dupont Circle NW","W20940","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 10s","10/18/2012 12:39","10/18/2012 12:48","Court House Metro / Wilson Blvd & N Uhle St","Central Library / N Quincy St & 10th St N","W00937","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 34m 3s","10/18/2012 12:39","10/18/2012 13:14","New York Ave & 15th St NW","3rd & D St SE","W00865","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 51s","10/18/2012 12:39","10/18/2012 12:49","3rd & H St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01174","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 6s","10/18/2012 12:39","10/18/2012 12:49","15th & P St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00699","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 22m 1s","10/18/2012 12:39","10/18/2012 13:01","4th & M St SW","11th & H St NE","W00496","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 34m 10s","10/18/2012 12:40","10/18/2012 13:14","New York Ave & 15th St NW","3rd & D St SE","W00693","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 22m 51s","10/18/2012 12:39","10/18/2012 13:02","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Smithsonian / Jefferson Dr & 12th St SW","W01274","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 27m 51s","10/18/2012 12:38","10/18/2012 13:06","21st & M St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00494","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 23m 53s","10/18/2012 12:38","10/18/2012 13:02","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Smithsonian / Jefferson Dr & 12th St SW","W00975","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 48s","10/18/2012 12:38","10/18/2012 12:46","Columbus Circle / Union Station","13th & H St NE","W01288","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 21s","10/18/2012 12:38","10/18/2012 12:43","8th & F St NW / National Portrait Gallery","12th & L St NW","W00247","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 20s","10/18/2012 12:38","10/18/2012 12:42","19th St & Pennsylvania Ave NW","15th & K St NW","W00921","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 16s","10/18/2012 12:38","10/18/2012 12:47","US Dept of State / Virginia Ave & 21st St NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01025","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 13m 34s","10/18/2012 12:38","10/18/2012 12:51","14th & V St NW","19th & E Street NW","W00838","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 56m 59s","10/18/2012 12:38","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W20181","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 9s","10/18/2012 12:37","10/18/2012 12:45","26th & Crystal Dr","S Joyce & Army Navy Dr","W00361","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 5s","10/18/2012 12:37","10/18/2012 12:46","13th St & New York Ave NW","22nd & I St NW / Foggy Bottom","W01414","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 1m 13s","10/18/2012 12:36","10/18/2012 12:38","Metro Center / 12th & G St NW","Metro Center / 12th & G St NW","W20120","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 16s","10/18/2012 12:36","10/18/2012 12:40","Court House Metro / Wilson Blvd & N Uhle St","N Adams St & Lee Hwy","W00077","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 14m 7s","10/18/2012 12:36","10/18/2012 12:50","8th & F St NW / National Portrait Gallery","Massachusetts Ave & Dupont Circle NW","W01152","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 23s","10/18/2012 12:36","10/18/2012 12:52","19th & E Street NW","18th St & Pennsylvania Ave NW","W00827","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 57s","10/18/2012 12:36","10/18/2012 12:43","M St & New Jersey Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00068","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 2s","10/18/2012 12:36","10/18/2012 12:44","20th & E St NW","Massachusetts Ave & Dupont Circle NW","W01221","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 59m 11s","10/18/2012 12:36","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00868","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 22m 49s","10/18/2012 12:35","10/18/2012 12:58","11th & Kenyon St NW","37th & O St NW / Georgetown University","W00404","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 21m 44s","10/18/2012 12:35","10/18/2012 12:57","8th & F St NW / National Portrait Gallery","14th & D St SE","W01168","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 20s","10/18/2012 12:35","10/18/2012 12:43","Eastern Market / 7th & North Carolina Ave SE","Columbus Circle / Union Station","W01416","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 27s","10/18/2012 12:35","10/18/2012 12:43","Eastern Market / 7th & North Carolina Ave SE","Columbus Circle / Union Station","W01333","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 0s","10/18/2012 12:35","10/18/2012 12:38","21st St & Pennsylvania Ave NW","25th St & Pennsylvania Ave NW","W20134","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 53m 38s","10/18/2012 12:35","10/18/2012 13:29","Maryland & Independence Ave SW","Georgetown Harbor / 30th St NW","W00745","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 12m 4s","10/18/2012 12:34","10/18/2012 12:46","5th & F St NW","Massachusetts Ave & Dupont Circle NW","W01040","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 13m 5s","10/18/2012 12:34","10/18/2012 12:47","21st & I St NW","Calvert St & Woodley Pl NW","W01209","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 54m 20s","10/18/2012 12:35","10/18/2012 13:29","Maryland & Independence Ave SW","Georgetown Harbor / 30th St NW","W01084","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 37m 33s","10/18/2012 12:35","10/18/2012 13:12","Jefferson Dr & 14th St SW","Lincoln Memorial","W01450","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 23s","10/18/2012 12:34","10/18/2012 12:44","10th St & Constitution Ave NW","8th & F St NW / National Portrait Gallery","W00258","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 45s","10/18/2012 12:33","10/18/2012 12:42","10th & U St NW","5th St & K St NW","W01219","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"2h 5m 12s","10/18/2012 12:34","10/18/2012 14:39","Maryland & Independence Ave SW","New York Ave & 15th St NW","W20179","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 12m 49s","10/18/2012 12:33","10/18/2012 12:46","15th & K St NW","1st & M St NE","W00091","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 17m 7s","10/18/2012 12:33","10/18/2012 12:50","20th & O St NW / Dupont South","Eckington Pl & Q St NE","W00852","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"2h 5m 9s","10/18/2012 12:34","10/18/2012 14:39","Maryland & Independence Ave SW","New York Ave & 15th St NW","W00277","Casual",2012-10-18 12:00:00,1,"2012-10"
"2h 0m 40s","10/18/2012 12:34","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00248","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 55s","10/18/2012 12:32","10/18/2012 12:42","17th & Rhode Island Ave NW","4th St & Massachusetts Ave NW","W01013","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 5s","10/18/2012 12:32","10/18/2012 12:43","14th & G St NW","4th St & Massachusetts Ave NW","W20893","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"2h 5m 34s","10/18/2012 12:33","10/18/2012 14:39","Maryland & Independence Ave SW","New York Ave & 15th St NW","W00333","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 3s","10/18/2012 12:32","10/18/2012 12:37","4th & E St SW","1st & K St SE","W00010","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 40s","10/18/2012 12:32","10/18/2012 12:35","25th St & Pennsylvania Ave NW","21st & M St NW","W01410","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 40s","10/18/2012 12:32","10/18/2012 12:38","3rd & H St NE","1st & M St NE","W01037","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 21s","10/18/2012 12:31","10/18/2012 12:37","17th & Corcoran St NW","California St & Florida Ave NW","W00425","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 35m 28s","10/18/2012 12:33","10/18/2012 14:09","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00345","Casual",2012-10-18 12:00:00,1,"2012-10"
"1h 46m 1s","10/18/2012 12:31","10/18/2012 14:17","21st & M St NW","21st & M St NW","W00462","Casual",2012-10-18 12:00:00,1,"2012-10"
"1h 36m 25s","10/18/2012 12:33","10/18/2012 14:09","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01241","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 31s","10/18/2012 12:31","10/18/2012 12:39","Eastern Market Metro / Pennsylvania Ave & 7th St SE","13th & D St NE","W00673","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 15m 34s","10/18/2012 12:30","10/18/2012 12:46","15th & K St NW","14th & V St NW","W00249","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 10s","10/18/2012 12:30","10/18/2012 12:40","Eastern Market Metro / Pennsylvania Ave & 7th St SE","6th & H St NE","W00802","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 10s","10/18/2012 12:30","10/18/2012 12:38","17th & K St NW / Farragut Square","20th & E St NW","W01330","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 38s","10/18/2012 12:30","10/18/2012 12:40","North Capitol St & F St NW","7th & T St NW","W20938","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 14m 18s","10/18/2012 12:30","10/18/2012 12:44","5th St & K St NW","4th & East Capitol St NE","W20186","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 14m 22s","10/18/2012 12:29","10/18/2012 12:44","5th St & K St NW","4th & East Capitol St NE","W00135","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 35s","10/18/2012 12:29","10/18/2012 12:35","17th & Corcoran St NW","Thomas Circle","W00504","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 12m 26s","10/18/2012 12:29","10/18/2012 12:42","19th & East Capitol St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00969","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 40s","10/18/2012 12:29","10/18/2012 12:36","McPherson Square - 14th & H St NW","19th St & Pennsylvania Ave NW","w00223","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 29m 58s","10/18/2012 12:29","10/18/2012 12:59","Columbus Circle / Union Station","Lincoln Memorial","W01129","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 30s","10/18/2012 12:29","10/18/2012 12:40","22nd & I St NW / Foggy Bottom","15th & P St NW","W01257","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 50s","10/18/2012 12:29","10/18/2012 12:46","North Capitol St & F St NW","3rd & D St SE","W00378","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 5s","10/18/2012 12:29","10/18/2012 12:35","19th St & Pennsylvania Ave NW","18th & M St NW","W00101","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 38s","10/18/2012 12:29","10/18/2012 12:33","15th St & Massachusetts Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20911","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 15s","10/18/2012 12:29","10/18/2012 12:33","17th & K St NW [formerly 17th & L St NW]","15th & P St NW","W00492","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 48s","10/18/2012 12:29","10/18/2012 12:31","21st & M St NW","19th & L St NW","W00012","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"3h 13m 59s","10/18/2012 12:29","10/18/2012 15:43","Jefferson Dr & 14th St SW","17th & K St NW / Farragut Square","W00097","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 13m 58s","10/18/2012 12:28","10/18/2012 12:42","Ballston Metro / N Stuart & 9th St N","Glebe Rd & 11th St N","W01367","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 20s","10/18/2012 12:28","10/18/2012 12:35","McPherson Square - 14th & H St NW","20th & L St NW","W01081","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 19m 54s","10/18/2012 12:28","10/18/2012 12:48","27th & Crystal Dr","Prince St & Union St","W01196","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"3h 13m 4s","10/18/2012 12:30","10/18/2012 15:43","Jefferson Dr & 14th St SW","17th & K St NW / Farragut Square","W20872","Casual",2012-10-18 12:00:00,1,"2012-10"
